name_raw,name_family,name_first,title,fraction,period,state
Schauer Erwin,Schauer,Erwin,NA,ÖVP,XIV,N
"Schauer-Schoberlechner Johannes, Dr.",Schauer-Schoberlechner,Johannes,Dr.,LBd,IV,1
"Scheff Otto, Dr.",Scheff,Otto,Dr.,ÖVP,V,N
Scheffauer Theodor,Scheffauer,Theodor,NA,CSP,I,T
Scheibein Wilhelm,Scheibein,Wilhelm,NA,SdP,I,T
"Scheibengraf Heinrich, Ing.",Scheibengraf,Heinrich,Ing.,SPÖ,X,St
Scheibenreif Alois,Scheibenreif,Alois,NA,ÖVP,V,N
Scheiblin Anton,Scheiblin,Anton,NA,SPÖ,VIII,W
Scheibner Herbert,Scheibner,Herbert,NA,FPÖ,XVIII,1
Schein Leopold,Schein,Leopold,NA,CSP,II,4
"Schellenbacher Thomas, Ing.",Schellenbacher,Thomas,Ing.,FPÖ,XXV,W
Schellhorn Josef,Schellhorn,Josef,NA,NEOS,XXV,BWV
"Schelling Johann Georg, Dr.",Schelling,Johann Georg,Dr.,ÖVP,XXIII,N
Schemer Stefan,Schemer,Stefan,NA,SPÖ,XIV,W
"Schender Rüdiger, Mag.",Schender,Rüdiger,Mag.,F,XXI,O
Schenk Martina,Schenk,Martina,NA,BZÖ,XXIV,BWV
"Scherak Nikolaus, Dr., MA",Scherak,Nikolaus,"Dr., MA",NEOS-LIF,XXV,N
"Scherak Nikolaus, Mag. siehe Scherak Nikolaus, Dr., MA",Scherak,Nikolaus,Mag.,NEOS-LIF,XXV,N
Scherrer Josef,Scherrer,Josef,NA,ÖVP,X,N
"Scheuch Kurt, Ing.",Scheuch,Kurt,Ing.,F,XXI,K
"Scheuch Robert, Dipl.-Ing. Dr.",Scheuch,Robert,Dipl.-Ing. Dr.,WdU,VI,K
"Scheuch Uwe, Dipl.-Ing.",Scheuch,Uwe,Dipl.-Ing.,F,XXII,K
Scheucher Reinhold,Scheucher,Reinhold,NA,SPÖ,XVI,St
"Scheucher-Pichler Elisabeth, Mag.",Scheucher-Pichler,Elisabeth,Mag.,ÖVP,XXII,K
"Schickhofer Michael, Mag.",Schickhofer,Michael,Mag.,SPÖ,XXIV,St
"Schieder Andreas, Mag.",Schieder,Andreas,Mag.,SPÖ,XXIII,W
"Schieder Peter, Dr. h.c.",Schieder,Peter,Dr. h.c.,SPÖ,XII,W
"Schieder Peter siehe Schieder Peter, Dr. h.c.",Schieder,Peter,NA,SPÖ,XII,W
Schiefermair Notburga,Schiefermair,Notburga,NA,ÖVP,XXII,O
Schiegl Wilhelm,Schiegl,Wilhelm,NA,SdP,I,W
Schimanek Carmen,Schimanek,Carmen,NA,FPÖ,XXIV,T
"Schindlbacher Ernst, Ing.",Schindlbacher,Ernst,Ing.,ÖVP,XVII,St
Schirmer Aloisia,Schirmer,Aloisia,NA,CSP,I,RSM
Schittenhelm Dorothea,Schittenhelm,Dorothea,NA,ÖVP,XXIII,N
Schlager Anton,Schlager,Anton,NA,ÖVP,X,O
Schlager Josef,Schlager,Josef,NA,SPÖ,XI,St
Schlager Rudolf,Schlager,Rudolf,NA,SdP,I,St
"Schleinzer Karl, Dipl.-Ing. Dr.",Schleinzer,Karl,Dipl.-Ing. Dr.,ÖVP,X,K
Schlesinger Paul Johannes,Schlesinger,Paul Johannes,NA,SdP,II,N
Schlesinger Therese,Schlesinger,Therese,NA,SdP,I,W
"Schlögl Karl, Mag.",Schlögl,Karl,Mag.,SPÖ,XVIII,N
"Schlögl Manfred, Mag.",Schlögl,Manfred,Mag.,ÖVP,XIII,St
"Schmelz Heinrich, Dipl.-Ing. Dr.",Schmelz,Heinrich,Dipl.-Ing. Dr.,ÖVP,XVII,W
Schmid Gerhard,Schmid,Gerhard,NA,FPÖ,XXV,S
"Schmid Julian, BA",Schmid,Julian,BA,GRÜNE,XXV,BWV
"Schmid Michael, Dipl.-Ing.",Schmid,Michael,Dipl.-Ing.,FPÖ,XVIII,St
Schmidhofer Karl,Schmidhofer,Karl,NA,ÖVP,XXVI,St
Schmidl Josef,Schmidl,Josef,NA,SPÖ,X,O
"Schmidt Albert, Dr.",Schmidt,Albert,Dr.,FPÖ,XIII,1
Schmidt Elisabeth,Schmidt,Elisabeth,NA,ÖVP,XIV,N
"Schmidt Erich, Dr.",Schmidt,Erich,Dr.,SPÖ,XV,S
"Schmidt Friedrich, Dr.-Ing.",Schmidt,Friedrich,Dr.-Ing.,GdP,I,RSM
"Schmidt Heide, Mag. Dr.",Schmidt,Heide,Mag. Dr.,FPÖ,XVIII,W
Schmidt Josef,Schmidt,Josef,NA,CSP,III,V
Schmidtmeier Herbert,Schmidtmeier,Herbert,NA,SPÖ,XVII,W
Schmiedlechner Peter,Schmiedlechner,Peter,NA,FPÖ,XXVI,N
Schmitz Richard,Schmitz,Richard,NA,CSP,I,W
"Schmitzer Karl, Ing.",Schmitzer,Karl,Ing.,ÖVP,XII,N
Schmölz Johann,Schmölz,Johann,NA,SPÖ,XVI,W
Schmuckenschlager Johannes,Schmuckenschlager,Johannes,NA,ÖVP,XXIV,N
Schnabel Joachim,Schnabel,Joachim,NA,ÖVP,XXVII,St
Schnedlitz Michael,Schnedlitz,Michael,NA,FPÖ,XXVII,N
Schneeberger Pius,Schneeberger,Pius,NA,SdP,II,N
"Schneider Emil, Dr.",Schneider,Emil,Dr.,CSP,I,V
"Schneider Maria, Dr.",Schneider,Maria,Dr.,NWB,IV,1
Schneidmadl Heinrich,Schneidmadl,Heinrich,NA,SdP,I,N
"Schnell Hermann, Dr.",Schnell,Hermann,Dr.,SPÖ,XIII,W
"Schnöll Stefan, Mag.",Schnöll,Stefan,Mag.,ÖVP,XXVI,S
Schober Albin,Schober,Albin,NA,SPÖ,XVI,2
"Schober Johannes, abs. iur. DDDr. h.c",Schober,Johannes,abs. iur. DDDr. h.c,NWB,IV,B
"Schoettel-Delacher Irina, lic.oec. HSG",Schoettel-Delacher,Irina,lic.oec. HSG,F,XXI,V
"Schöggl Leopold, Dipl.-Ing.",Schöggl,Leopold,Dipl.-Ing.,F,XIX,St
Schoiswohl Michael,Schoiswohl,Michael,NA,CSP,I,St
Scholger Walter,Scholger,Walter,NA,SPÖ,XVI,St
Schöll Hans,Schöll,Hans,NA,FPÖ,XVIII,W
Schöls Alfred,Schöls,Alfred,NA,ÖVP,XXII,N
"Scholten Rudolf, Dr.",Scholten,Rudolf,Dr.,SPÖ,XIX,N
Schön Franz,Schön,Franz,NA,SdP,I,B
"Schönbauer Ernst, DDr.",Schönbauer,Ernst,DDr.,OK,I,N
"Schönbauer Leopold, Dr.",Schönbauer,Leopold,Dr.,ÖVP,IX,N
"Schönegger Bernd, Mag.",Schönegger,Bernd,Mag.,ÖVP,XXIV,St
Schönhart Günter,Schönhart,Günter,NA,FPÖ,XVII,K
Schönpass Rosemarie,Schönpass,Rosemarie,NA,SPÖ,XXII,O
Schönsteiner Friedrich,Schönsteiner,Friedrich,NA,CSP,I,W
Schopf Walter,Schopf,Walter,NA,SPÖ,XXII,O
"Schöpf Albert, Dr.",Schöpf,Albert,Dr.,ÖVP,VI,3
"Schöpfer Aemilian, Dr.",Schöpfer,Aemilian,Dr.,CSP,I,T
Schorn Hildegard,Schorn,Hildegard,NA,ÖVP,XVII,N
Schorsch Johann,Schorsch,Johann,NA,SdP,IV,W
"Schramböck Margarete, Dr.",Schramböck,Margarete,Dr.,ÖVP,XXVII,T
Schramm Erwin,Schramm,Erwin,NA,SPÖ,IX,N
"Schrangl Philipp, Mag.",Schrangl,Philipp,Mag.,FPÖ,XXV,O
"Schranz Edgar, Dr.",Schranz,Edgar,Dr.,SPÖ,XIII,W
Schrefel Josef,Schrefel,Josef,NA,ÖVP,XIX,N
Schreiner Anton,Schreiner,Anton,NA,CSP,IV,B
"Schreiner Erich L., Ing. Mag.",Schreiner,Erich L.,Ing. Mag.,FPÖ,XVIII,N
Schroll Alois,Schroll,Alois,NA,SPÖ,XXVII,N
Schrott Dominik,Schrott,Dominik,NA,ÖVP,XXVI,T
Schrotter Johann,Schrotter,Johann,NA,ÖVP,X,St
"Schultes Hermann, Ing.",Schultes,Hermann,Ing.,ÖVP,XXI,N
Schulz Hermann,Schulz,Hermann,NA,SdP,I,W
"Schumacher Franz, Dr.",Schumacher,Franz,Dr.,CSP,II,T
"Schumy Vinzenz, Ing.",Schumy,Vinzenz,Ing.,ÖVP,V,K
Schürer Franz,Schürer,Franz,NA,SPÖ,VII,O
"Schürff Hans, Dr.",Schürff,Hans,Dr.,GdP,I,N
"Schuschnigg Kurt, Dr.",Schuschnigg,Kurt,Dr.,CSP,III,T
"Schüssel Wolfgang, Dr.",Schüssel,Wolfgang,Dr.,ÖVP,XV,1
Schuster Johann,Schuster,Johann,NA,ÖVP,XVI,O
"Schütz Waltraud, Mag.",Schütz,Waltraud,Mag.,SPÖ,XVII,O
Schwarz Gabriela,Schwarz,Gabriela,NA,ÖVP,XXVI,BWV
"Schwarz Jakob, Mag. Dr., BA",Schwarz,Jakob,"Mag. Dr., BA",GRÜNE,XXVII,St
Schwarzböck Rudolf,Schwarzböck,Rudolf,NA,ÖVP,XVII,N
Schwarzenberger Georg,Schwarzenberger,Georg,NA,ÖVP,XV,S
"Schwärzler Erich, Ing.",Schwärzler,Erich,Ing.,ÖVP,XVII,V
Schweinberger Johann,Schweinberger,Johann,NA,ÖVP,V,S
Schweinhammer Johann,Schweinhammer,Johann,NA,ÖVP,V,N
Schweisgut Johannes,Schweisgut,Johannes,NA,ÖVP,XXI,T
"Schweitzer Karl, Mag.",Schweitzer,Karl,Mag.,FPÖ,XVIII,1
Schwemlein Emmerich,Schwemlein,Emmerich,NA,SPÖ,XVIII,S
"Schwentner Judith, Mag.",Schwentner,Judith,Mag.,GRÜNE,XXIV,St
"Schwer Karl, Dr.",Schwer,Karl,Dr.,ÖVP,VII,St
"Schwimmer Walter, Dr.",Schwimmer,Walter,Dr.,ÖVP,XIII,W
"Scrinzi Otto, Dr.",Scrinzi,Otto,Dr.,FPÖ,XI,K
Sebinger Hans,Sebinger,Hans,NA,ÖVP,VI,O
"Seda Erika, Dr.",Seda,Erika,Dr.,SPÖ,XIII,W
"Seel Helmut, Dr.",Seel,Helmut,Dr.,SPÖ,XVI,St
Seemayer Michael,Seemayer,Michael,NA,SPÖ,XXVII,O
Ségur August,Ségur,August,NA,CSP,I,N
Seidel Amalie,Seidel,Amalie,NA,SdP,I,W
"Seidel Richard, Ing.",Seidel,Richard,Ing.,SdP,II,W
Seidinger Winfried,Seidinger,Winfried,NA,SPÖ,XVII,St
Seidl Georg,Seidl,Georg,NA,CSP,IV,N
Seiler Hilde,Seiler,Hilde,NA,SPÖ,XVII,2
Seilinger Josef,Seilinger,Josef,NA,SPÖ,V,O
Seiner Anton,Seiner,Anton,NA,ÖVP,V,St
"Seipel Ignaz, Dr.",Seipel,Ignaz,Dr.,CSP,I,W
Seiringer Karl,Seiringer,Karl,NA,ÖVP,VII,O
Seitz Karl,Seitz,Karl,NA,SdP,I,RSM
Sekanina Karl,Sekanina,Karl,NA,SPÖ,X,W
Sever Albert,Sever,Albert,NA,SdP,I,W
Sevignani Hans,Sevignani,Hans,NA,F,XX,T
Shetty Yannick,Shetty,Yannick,NA,NEOS,XXVII,W
Sieber Norbert,Sieber,Norbert,NA,ÖVP,XXII,V
Siegl Josef,Siegl,Josef,NA,CSP,I,St
Sigl Robert,Sigl,Robert,NA,SPÖ,XVII,1
Silhavy Heidrun,Silhavy,Heidrun,NA,SPÖ,XVIII,St
Silvan Rudolf,Silvan,Rudolf,NA,SPÖ,XXVII,N
"Sima Ulrike, Mag.",Sima,Ulrike,Mag.,SPÖ,XXI,BWV
Singer Johann,Singer,Johann,NA,ÖVP,XXIV,O
Singer Rudolf,Singer,Rudolf,NA,SPÖ,VI,N
"Sinowatz Fred, Dr.",Sinowatz,Fred,Dr.,SPÖ,XIII,B
Skaret Ferdinand,Skaret,Ferdinand,NA,SdP,I,W
Skritek Otto,Skritek,Otto,NA,SPÖ,VI,W
Slavik Felix,Slavik,Felix,NA,SPÖ,VI,W
Smejkal Ingrid,Smejkal,Ingrid,NA,SPÖ,XV,W
Smitka Johann,Smitka,Johann,NA,SdP,I,N
"Smodics-Neumann Maria, Mag.",Smodics-Neumann,Maria,Mag.,ÖVP,XXVI,W
"Smolle Josef, Dr.",Smolle,Josef,Dr.,ÖVP,XXVI,St
Smolle Karl,Smolle,Karl,NA,GRÜNE,XVII,2
"Sobotka Wolfgang, Mag.",Sobotka,Wolfgang,Mag.,ÖVP,XXVI,N
Sodian Andreas,Sodian,Andreas,NA,F,XXI,O
Solar Lola,Solar,Lola,NA,ÖVP,VI,N
"Sonnberger Peter, Dr.",Sonnberger,Peter,Dr.,ÖVP,XXII,O
Soronics Franz,Soronics,Franz,NA,ÖVP,IX,B
"Spadiut Wolfgang, Dr.",Spadiut,Wolfgang,Dr.,BZÖ,XXIV,St
Spalowsky Franz,Spalowsky,Franz,NA,CSP,I,W
"Spannocchi Lelio, Dr.",Spannocchi,Lelio,Dr.,ÖVP,XII,O
Speiser Paul,Speiser,Paul,NA,SPÖ,V,W
Spielbüchler Karl,Spielbüchler,Karl,NA,SPÖ,V,O
Spindelberger Erwin,Spindelberger,Erwin,NA,SPÖ,XXII,St
"Spindelegger Erich, Ing.",Spindelegger,Erich,Ing.,ÖVP,XI,2
"Spindelegger Michael, Dr.",Spindelegger,Michael,Dr.,ÖVP,XVIII,N
Springschitz Stefan,Springschitz,Stefan,NA,SPÖ,V,B
Srb Manfred,Srb,Manfred,NA,GRÜNE,XVII,W
Stadlbauer Bettina,Stadlbauer,Bettina,NA,SPÖ,XXII,O
Stadler Astrid,Stadler,Astrid,NA,ÖVP,XXI,T
"Stadler Ewald, Mag.",Stadler,Ewald,Mag.,F,XIX,V
Staffa Franz,Staffa,Franz,NA,SPÖ,IX,N
Staffaneller Norbert,Staffaneller,Norbert,NA,F,XXI,St
Stammler Clemens,Stammler,Clemens,NA,GRÜNE,XXVII,O
Stampler Andreas,Stampler,Andreas,NA,SPÖ,V,St
Stampler Franz,Stampler,Franz,NA,ÖVP,XX,St
Stangl Maria,Stangl,Maria,NA,ÖVP,XIV,St
Starhemberg Ernst Rüdiger,Starhemberg,Ernst Rüdiger,NA,HB,IV,3
"Staribacher Josef, Dipl.-Vw. Dr.",Staribacher,Josef,Dipl.-Vw. Dr.,SPÖ,IX,W
Stark Christoph,Stark,Christoph,NA,ÖVP,XXVI,St
Stauber Peter,Stauber,Peter,NA,SPÖ,XXIII,K
Staudinger Rudolf,Staudinger,Rudolf,NA,ÖVP,X,O
"Stefan Harald, Mag.",Stefan,Harald,Mag.,FPÖ,XXIV,BWV
"Steger Norbert, Dr.",Steger,Norbert,Dr.,FPÖ,XV,W
Steger Petra,Steger,Petra,NA,FPÖ,XXV,W
Steibl Ridi Maria,Steibl,Ridi Maria,NA,ÖVP,XVIII,St
Steibl Ridi siehe Steibl Ridi Maria,Steibl,Ridi,NA,ÖVP,XVIII,St
"Steidl Albert, Dipl.-Kfm. Dr.",Steidl,Albert,Dipl.-Kfm. Dr.,ÖVP,XV,S
Steier Gerhard,Steier,Gerhard,NA,SPÖ,XXII,B
Stein Viktor,Stein,Viktor,NA,SdP,II,W
"Steinacker Michaela, Mag.",Steinacker,Michaela,Mag.,ÖVP,XXV,BWV
Steinbach Ernst,Steinbach,Ernst,NA,SPÖ,XVIII,W
Steinbauer Heribert,Steinbauer,Heribert,NA,ÖVP,XIV,2
Steinbichler Leopold,Steinbichler,Leopold,NA,STRONACH,XXV,O
"Steindl Franz, Mag.",Steindl,Franz,Mag.,ÖVP,XIX,B
Steindl Katharina,Steindl,Katharina,NA,SPÖ,XVIII,2
Steindl Konrad,Steindl,Konrad,NA,ÖVP,XXII,S
Steinegger Hans,Steinegger,Hans,NA,CSP,I,T
"Steinegger Otto, abs. iur.",Steinegger,Otto,abs. iur.,CSP,IV,T
Steiner Franz,Steiner,Franz,NA,CSP,III,3
Steiner Josef,Steiner,Josef,NA,ÖVP,X,S
Steiner Josef,Steiner,Josef,NA,SPÖ,V,K
"Steiner Ludwig, Dipl.-Vw. Dr.",Steiner,Ludwig,Dipl.-Vw. Dr.,ÖVP,XV,2
"Steinhauser Albert, Mag.",Steinhauser,Albert,Mag.,GRÜNE,XXIII,W
Steinhuber Josef siehe Steinhuber Sepp,Steinhuber,Josef,NA,SPÖ,XI,4
Steinhuber Sepp,Steinhuber,Sepp,NA,SPÖ,XI,4
Steininger Franz,Steininger,Franz,NA,SPÖ,X,O
Steinmaßl Erwin,Steinmaßl,Erwin,NA,SPÖ,XI,N
"Stemberger Josef, Dr.",Stemberger,Josef,Dr.,ÖVP,V,T
Stempfer Georg,Stempfer,Georg,NA,CSP,I,O
Stendebach Max,Stendebach,Max,NA,WdU,VII,St
"Steßl Sonja, Mag.",Steßl,Sonja,Mag.,SPÖ,XXIV,St
"Steßl-Mühlbacher Sonja, Mag. siehe Steßl Sonja, Mag.",Steßl-Mühlbacher,Sonja,Mag.,SPÖ,XXIV,St
"Steyrer Kurt, Dr.",Steyrer,Kurt,Dr.,SPÖ,XIV,1
"Stiegelbauer Sonja, Dr. siehe Moser-Starrach Sonja, Dr.",Stiegelbauer,Sonja,Dr.,ÖVP,XX,BWV
Stika Felix,Stika,Felix,NA,SdP,I,N
"Stippel Johann, Dr.",Stippel,Johann,Dr.,SPÖ,XV,N
"Stix Gerulf, Dipl.-Vw. Dr.",Stix,Gerulf,Dipl.-Vw. Dr.,FPÖ,XIII,2
"Stocker Christian, Dr.",Stocker,Christian,Dr.,ÖVP,XXVI,N
Stocker Franz,Stocker,Franz,NA,ÖVP,XVI,1
Stocker Helmuth,Stocker,Helmuth,NA,SPÖ,XVI,S
Stöckler Josef,Stöckler,Josef,NA,CSP,I,N
"Stöger Alois, diplômé",Stöger,Alois,diplômé,SPÖ,XXVI,O
Stögmüller David,Stögmüller,David,NA,GRÜNE,XXVII,O
Stögner Gregor,Stögner,Gregor,NA,SPÖ,XIII,O
"Stögner Hans, Dr.",Stögner,Hans,Dr.,CSP,IV,N
Stohs Herbert,Stohs,Herbert,NA,ÖVP,X,V
"Stoisits Terezija, Mag.",Stoisits,Terezija,Mag.,GRÜNE,XVIII,2
Stoll Franz,Stoll,Franz,NA,ÖVP,VIII,3
Strache Heinz-Christian,Strache,Heinz-Christian,NA,FPÖ,XXIII,BWV
Strache Max,Strache,Max,NA,SPÖ,XV,N
Strache Pia Philippa,Strache,Pia Philippa,NA,OK,XXVII,W
"Strachwitz Ernst, Dr.",Strachwitz,Ernst,Dr.,ÖVP,VI,4
Stradal Emmy,Stradal,Emmy,NA,GdP,I,RSM
"Straffner Sepp, Dr.",Straffner,Sepp,Dr.,GdP,I,T
Straßberger Josef,Straßberger,Josef,NA,ÖVP,XVIII,St
"Strasser Ernst, Dr.",Strasser,Ernst,Dr.,ÖVP,XXII,N
"Strasser Georg, Dipl.-Ing.",Strasser,Georg,Dipl.-Ing.,ÖVP,XXV,N
Strasser Peter,Strasser,Peter,NA,SPÖ,VI,2
Streeruwitz Ernst,Streeruwitz,Ernst,NA,CSP,II,2
Stricker Adolf,Stricker,Adolf,NA,ÖVP,XVII,N
Strießnigg Karl,Strießnigg,Karl,NA,LBd,III,K
"Strobl Franz, Dipl.-Ing.",Strobl,Franz,Dipl.-Ing.,ÖVP,V,B
Strobl Robert,Strobl,Robert,NA,SPÖ,XVI,T
Ströer Alfred,Ströer,Alfred,NA,SPÖ,XI,N
Strohmaier Vinzenz,Strohmaier,Vinzenz,NA,CSP,IV,St
"Strolz Matthias, Mag. Dr.",Strolz,Matthias,Mag. Dr.,NEOS-LIF,XXV,BWV
Strommer Josef,Strommer,Josef,NA,ÖVP,V,N
Stronach Frank,Stronach,Frank,NA,STRONACH,XXV,BWV
Strunz Rudolf,Strunz,Rudolf,NA,SdP,I,O
"Strutz Martin, Dr.",Strutz,Martin,Dr.,BZÖ,XXIV,K
"Stüber Fritz, Dr.",Stüber,Fritz,Dr.,WdU,VI,1
"Stummvoll Günter, Dipl.-Kfm. Dr.",Stummvoll,Günter,Dipl.-Kfm. Dr.,ÖVP,XVI,N
Stürgkh Barthold,Stürgkh,Barthold,NA,ÖVP,VI,St
Suchanek Erich,Suchanek,Erich,NA,SPÖ,VIII,K
Suppan Walter,Suppan,Walter,NA,ÖVP,XI,K
"Svazek Marlene, BA",Svazek,Marlene,BA,FPÖ,XXVI,S
Svihalek Friedrich,Svihalek,Friedrich,NA,SPÖ,XVII,1
"Swoboda Karl, Dr.",Swoboda,Karl,Dr.,SdP,IV,N
"Sylvester Hans, Ing.",Sylvester,Hans,Ing.,CSP,IV,B
Szep Irene,Szep,Irene,NA,SPÖ,XXIV,K
Tadler Erich,Tadler,Erich,NA,BZÖ,XXIV,S
Tamandl Gabriele,Tamandl,Gabriele,NA,ÖVP,XXII,W
"Tancsits Walter, Mag.",Tancsits,Walter,Mag.,ÖVP,XXI,W
"Tanda Alexandra, Ing. Mag. (FH)",Tanda,Alexandra,Ing. Mag. (FH),ÖVP,XXVII,T
"Taschner Rudolf, Mag. Dr.",Taschner,Rudolf,Mag. Dr.,ÖVP,XXVI,BWV
"Taus Josef, Dr.",Taus,Josef,Dr.,ÖVP,XIV,St
"Tauschitz Stephan, Ing.",Tauschitz,Stephan,Ing.,LBd,III,K
Tazreiter Josef,Tazreiter,Josef,NA,ÖVP,V,N
Tegischer Brigitte,Tegischer,Brigitte,NA,SPÖ,XX,T
"Teller Dietrich, Dipl.-Kfm.",Teller,Dietrich,Dipl.-Kfm.,ÖVP,XX,K
Teschl Alfred,Teschl,Alfred,NA,SPÖ,XII,O
Teufl Josef,Teufl,Josef,NA,CSP,II,N
Thaler Andreas,Thaler,Andreas,NA,CSP,III,T
Thalhammer Rudolf,Thalhammer,Rudolf,NA,SPÖ,X,O
Themessl Bernhard,Themessl,Bernhard,NA,FPÖ,XXIII,BWV
Thoma Franz,Thoma,Franz,NA,LBd,IV,St
Thullner Johann,Thullner,Johann,NA,CSP,I,B
Thurner Leopold,Thurner,Leopold,NA,ÖVP,VI,4
Tichy-Schreder Ingrid,Tichy-Schreder,Ingrid,NA,ÖVP,XV,W
"Tieber Herbert, Dipl.-Vw.",Tieber,Herbert,Dipl.-Vw.,SPÖ,XVI,T
Tilg Wilfried,Tilg,Wilfried,NA,F,XX,T
Tirnthal Rudolf,Tirnthal,Rudolf,NA,SPÖ,XV,St
Titze Karl,Titze,Karl,NA,ÖVP,XI,1
"Töchterle Karlheinz, Dr.",Töchterle,Karlheinz,Dr.,ÖVP,XXV,T
Tödling Othmar,Tödling,Othmar,NA,ÖVP,VIII,St
"Toifl-Campregher Sonja, Dr.",Toifl-Campregher,Sonja,Dr.,SPÖ,XIX,O
"Tomaselli Nina, Mag.",Tomaselli,Nina,Mag.,GRÜNE,XXVII,V
Tomschik Josef,Tomschik,Josef,NA,SdP,I,N
"Toncic-Sorinj Lujo, Dr.",Toncic-Sorinj,Lujo,Dr.,ÖVP,VI,S
Tonn Rudolf,Tonn,Rudolf,NA,SPÖ,XIII,N
"Totter Agnes, MMag. Dr., BEd",Totter,Agnes,"MMag. Dr., BEd",ÖVP,XXVII,St
"Trattner Gilbert, Mag.",Trattner,Gilbert,Mag.,FPÖ,XVIII,2
Traußnig Adolf,Traußnig,Adolf,NA,ÖVP,V,K
Traxler Franz,Traxler,Franz,NA,CSP,I,O
Traxler Gabrielle,Traxler,Gabrielle,NA,SPÖ,XVI,W
Treichl Leonhard,Treichl,Leonhard,NA,SPÖ,XIII,V
Trenk Josef,Trenk,Josef,NA,F,XIX,N
Trettenbrein Harald,Trettenbrein,Harald,NA,F,XXI,K
"Trinkl Josef, Mag. Dr.",Trinkl,Josef,Mag. Dr.,ÖVP,XX,St
"Troch Harald, Dr.",Troch,Harald,Dr.,SPÖ,XXV,W
Troll Karl,Troll,Karl,NA,SPÖ,XI,St
"Trunk Melitta, Mag.",Trunk,Melitta,Mag.,SPÖ,XXII,K
Truppe Paul,Truppe,Paul,NA,SPÖ,VI,K
"Tschadek Otto, Dr.",Tschadek,Otto,Dr.,SPÖ,V,N
"Tschank Markus, Dr.",Tschank,Markus,Dr.,FPÖ,XXVI,W
"Tschida Johann, Dipl.-Ing.",Tschida,Johann,Dipl.-Ing.,ÖVP,X,B
"Tschurtschenthaler Ignaz, Dipl.-Vw. Dr.",Tschurtschenthaler,Ignaz,Dipl.-Vw. Dr.,ÖVP,V,K
"Tull Stephan, Dr.",Tull,Stephan,Dr.,SPÖ,X,O
Tuller Ludwig,Tuller,Ludwig,NA,SdP,I,St
Turkovic-Wendl Ingrid,Turkovic-Wendl,Ingrid,NA,ÖVP,XXII,BWV
Türtscher Anton,Türtscher,Anton,NA,ÖVP,XVI,V
Tusch Maria,Tusch,Maria,NA,SdP,I,K
"Tychtl Gerald, Ing.",Tychtl,Gerald,Ing.,SPÖ,XV,St
Übeleis Vinzenz,Übeleis,Vinzenz,NA,SPÖ,V,W
Uhlir Robert,Uhlir,Robert,NA,SPÖ,V,W
Ulbrich Ernst,Ulbrich,Ernst,NA,SPÖ,X,W
Ulrich Heinrich,Ulrich,Heinrich,NA,SdP,I,S
Umenberger Ferdinand,Umenberger,Ferdinand,NA,ÖVP,IX,O
Unterberger Franz,Unterberger,Franz,NA,CSP,II,V
Unterkircher Peter,Unterkircher,Peter,NA,CSP,I,T
"Unterrainer Maximilian, Mag. (FH)",Unterrainer,Maximilian,Mag. (FH),SPÖ,XXV,T
"Unterreiner Heidemarie, Mag.",Unterreiner,Heidemarie,Mag.,FPÖ,XXIV,W
"Url Karl, Ing.",Url,Karl,Ing.,ÖVP,XIV,St
"Ursin Josef, Dr.",Ursin,Josef,Dr.,GdP,I,N
"Van der Bellen Alexander, Dr.",Van,der Bellen Alexander,Dr.,GRÜNE,XIX,BWV
"van Tongel Emil, Mag. Dr.",van,Tongel Emil,Mag. Dr.,FPÖ,IX,1
Vaugoin Carl,Vaugoin,Carl,NA,CSP,I,W
"Vavrik Christoph, Mag.",Vavrik,Christoph,Mag.,NEOS-LIF,XXV,St
Veleta Josef,Veleta,Josef,NA,SPÖ,XVI,W
Venier Mathias,Venier,Mathias,NA,FPÖ,XXIV,T
Verzetnitsch Friedrich,Verzetnitsch,Friedrich,NA,SPÖ,XVII,O
"Veselsky Ernst Eugen, Dr.",Veselsky,Ernst Eugen,Dr.,SPÖ,XII,4
"Vetter Georg, Dr.",Vetter,Georg,Dr.,STRONACH,XXV,BWV
Vetter Gustav,Vetter,Gustav,NA,ÖVP,XIII,N
Viehauser Jakob,Viehauser,Jakob,NA,SdP,I,S
Vilimsky Harald,Vilimsky,Harald,NA,FPÖ,XXIII,W
Vinzl Josef,Vinzl,Josef,NA,NWB,IV,W
Vock Bernhard,Vock,Bernhard,NA,FPÖ,XXIII,N
Voggenhuber Johannes,Voggenhuber,Johannes,NA,GRÜNE,XVIII,2
"Vogl Markus, Ing.",Vogl,Markus,Ing.,SPÖ,XXV,O
"Voglauer Olga, Dipl.-Ing.",Voglauer,Olga,Dipl.-Ing.,GRÜNE,XXVII,K
Voithofer Josef,Voithofer,Josef,NA,SPÖ,V,S
Volker Otto,Volker,Otto,NA,CSP,I,W
Volkert Karl,Volkert,Karl,NA,SdP,I,W
Vollmann Hans,Vollmann,Hans,NA,ÖVP,VI,St
Vonwald Karl,Vonwald,Karl,NA,ÖVP,XVI,N
Voraberger Hubert,Voraberger,Hubert,NA,SPÖ,XIV,O
Vorderwinkler Petra,Vorderwinkler,Petra,NA,SPÖ,XXVII,N
"Vranitzky Franz, Dipl.-Kfm. Dr.",Vranitzky,Franz,Dipl.-Kfm. Dr.,SPÖ,XVII,1
"Waber Leopold, Dr.",Waber,Leopold,Dr.,GdP,I,W
